"","Title","Summary","Organism","Type","Platforms","Contains","FTP download","Series Accession","ID","SRA Run Selector","Datasets","Citation","PMID","Contributor","Date","Abstract","Tissue","DevelopmentalStage","ManipulatedVariables","Notes","ManipulationUnrelatedToTopic","WrongTissue","NotBulkDissection_ParticularCellTypeOrSubRegion","IncorrectDevelopmentalStage","NotFullTranscriptome","MetadataIssues_MissingInfo_Retracted_Duplicated","Excluded","WhyExcluded"
"179","Unreprogrammed H3K9me3 prevents minor zygotic genome activation and lineage commitment in SCNT embryos","Somatic cell nuclear transfer (SCNT) can be used to reprogram differentiated somatic cells to a totipotent state but has poor efficiency in supporting full-term development. H3K9me3 is considered to be an epigenetic barrier to zygotic genomic activation in 2-cell SCNT embryos. However, the mechanism underlying the failure of H3K9me3 reprogramming during SCNT embryo development remains elusive. Here, we perform genome-wide profiling of H3K9me3 in cumulus cell-derived SCNT embryos. more...","Mus musculus","Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing","GPL24247","146 Samples","GEO (BW, EXP) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE195nnn/GSE195762/","GSE195762",200195762,NA,NA,"","37558707","","Jan 31 2022","Somatic cell nuclear transfer (SCNT) can be used to reprogram differentiated somatic cells to a totipotent state but has poor efficiency in supporting full-term development. H3K9me3 is considered to be an epigenetic barrier to zygotic genomic activation in 2-cell SCNT embryos. However, the mechanism underlying the failure of H3K9me3 reprogramming during SCNT embryo development remains elusive. Here, we perform genome-wide profiling of H3K9me3 in cumulus cell-derived SCNT embryos. We find redundant H3K9me3 marks are closely related to defective minor zygotic genome activation. Moreover, SCNT blastocysts show severely indistinct lineage-specific H3K9me3 deposition. We identify MAX and MCRS1 as potential H3K9me3-related transcription factors and are essential for early embryogenesis. Overexpression of Max and Mcrs1 significantly benefits SCNT embryo development. Notably, MCRS1 partially rescues lineage-specific H3K9me3 allocation, and further improves the efficiency of full-term development. Importantly, our data confirm the conservation of deficient H3K9me3 differentiation in Sertoli cell-derived SCNT embryos, which may be regulated by alternative mechanisms.","","","","","","","","","","","",""
"180","Autism-linked UBE3A gain-of-function mutation causes interneuron and behavioral phenotypes when inherited maternally or paternally in mice","This SuperSeries is composed of the SubSeries listed below.","Mus musculus","Expression profiling by high throughput sequencing","GPL21103 GPL17021","114 Samples","GEO (TSV) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE201nnn/GSE201734/","GSE201734",200201734,NA,NA,"","37389991","","Apr 27 2022","This SuperSeries is composed of the SubSeries listed below.","","","","","","","","","","","",""
"181","Autism-linked UBE3A gain-of-function mutation causes interneuron and behavioral phenotypes when inherited maternally or paternally in mice (scRNA-Seq)","The E3 ubiquitin ligase Ube3a is biallelically expressed in mitotic cells, including neural progenitors and glial cells, raising the possibility that UBE3A gain-of-function mutations might cause neurodevelopmental disorders irrespective of parent-of-origin. To test this possibility, we engineered a mouse line that harbors an autism-linked UBE3A-T485A (T508A in mouse) gain-of-function mutation and evaluated phenotypes in animals that inherited the mutant allele paternally, maternally, or from both parents. more...","Mus musculus","Expression profiling by high throughput sequencing","GPL21103","19 Samples","GEO (TSV, TXT) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE201nnn/GSE201733/","GSE201733",200201733,NA,NA,"","37389991","Jeremy,M,Simon Lei,,Xing Mark,J,Zylka","Apr 27 2022","The E3 ubiquitin ligase Ube3a is biallelically expressed in mitotic cells, including neural progenitors and glial cells, raising the possibility that UBE3A gain-of-function mutations might cause neurodevelopmental disorders irrespective of parent-of-origin. To test this possibility, we engineered a mouse line that harbors an autism-linked UBE3A-T485A (T508A in mouse) gain-of-function mutation and evaluated phenotypes in animals that inherited the mutant allele paternally, maternally, or from both parents. We found that both paternally and maternally expressed UBE3A-T485A resulted in elevated UBE3A activity in neural progenitors and glial cells where Ube3a is biallelically expressed. Expression of UBE3A-T485A from the maternal allele, but not the paternal one, led to a persistent elevation of UBE3A activity in postmitotic neurons. Maternal, paternal, or biparental inheritance of the mutant allele promoted embryonic expansion of Zcchc12 lineage interneurons which mature into Sst and Calb2 expressing interneurons, and caused a spectrum of behavioral phenotypes that differed by parent-of-origin. Phenotypes were distinct from those observed in Angelman syndrome model mice that harbor a Ube3a maternal loss-of-function allele. Our study shows that the UBE3A-T485A gain-of-function mutation causes distinct neurodevelopmental phenotypes when inherited maternally or paternally. These findings have clinical implications for a growing number of disease-linked UBE3A gain-of-function mutations.","","","","","","","","","","","",""
"182","Effects of Fmr1 gene mutations on sex differences in autism-like behavior and dendritic spine development in mice and transcriptomic studies","Fragile X syndrome (FXS) is the most common single gene disorder contributing to autism spectrum disorder (ASD). Although significant sex differences are observed in FXS, few studies have focused on the phenotypic characteristics as well as the differences in brain pathological changes and gene expression in FXS by sex. Therefore, we analyzed sex differences in autism-like behavior and dendritic spine development in two-month-old male and female Fmr1 KO and C57 mice and evaluated the mechanisms at transcriptome level. more...","Mus musculus","Expression profiling by high throughput sequencing","GPL24247","20 Samples","GEO (TXT) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224521/","GSE224521",200224521,NA,NA,"","","Zhao,,Wang Dan,,Qiao Huan,,Chen Shihua,,zhang Bohan,,Zhang Jingbao,,Zhang Xiangting,,Hu Chang,,Wang Huixian,,Cui Xia,,Wang Sha,,Li","Feb 04 2023","Fragile X syndrome (FXS) is the most common single gene disorder contributing to autism spectrum disorder (ASD). Although significant sex differences are observed in FXS, few studies have focused on the phenotypic characteristics as well as the differences in brain pathological changes and gene expression in FXS by sex. Therefore, we analyzed sex differences in autism-like behavior and dendritic spine development in two-month-old male and female Fmr1 KO and C57 mice and evaluated the mechanisms at transcriptome level. Results suggest that Fmr1 KO mice display sex differences in autism-like behavior and dendritic spine density. Compared to females, male had more severe effects on anxiety, repetitive stereotype-like behaviors, and socializing, with higher dendritic spine density. Furthermore, two male-biased and five female-biased expressed genes were screened based on KEGG pathway enrichment and protein-protein interaction (PPI) analyses. In conclusion, our findings show mutations in the Fmr1 gene lead to aberrant expression of related genes and affect the sex-differentiated behavioral phenotypes of Fmr1 KO mice by affecting brain development and functional architecture, and suggest future studies should focus on including female subjects to comprehensively reflect the differentiation of FXS in both sexes and develop more precise and effective therapeutic strategies.","","","","","","","","","","","",""
"183","Methyl-CpG binding domain 2 (Mbd2) is an Epigenetic Regulator of Autism-Risk Genes and Cognition [RNA-seq]","The Methyl-CpG-Binding Domain Protein family has been implicated in neurodevelopmental disorders. The Methyl-CpG-binding domain 2 (Mbd2) binds methylated DNA and was shown to play an important role in cancer and immunity. Some evidence linked this protein to neurodevelopment. However, its exact role in neurodevelopment and brain function is mostly unknown.   Here we show that Mbd2-deficiency in mice (Mbd2-/-) results in deficits in cognitive, social and emotional functions. more...","Mus musculus","Expression profiling by high throughput sequencing","GPL17021","8 Samples","GEO (TXT) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128828/","GSE128828",200128828,"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA528977",NA,"","37443311","Elad,,Lax Sonia,D,Carmo Yehoshua,,Enuka Daniel,M,Sapozhnikov Lindsay,A,Welikovitch Niaz,,Mahmood Shafaat,A,Rabbani Liqing,,Wang Jonathan,P,Britt Wayne,W,Hancock Yosef,,Yarden Moshe,,Szyf","Mar 25 2019","The Methyl-CpG-Binding Domain Protein family has been implicated in neurodevelopmental disorders. The Methyl-CpG-binding domain 2 (Mbd2) binds methylated DNA and was shown to play an important role in cancer and immunity. Some evidence linked this protein to neurodevelopment. However, its exact role in neurodevelopment and brain function is mostly unknown.   Here we show that Mbd2-deficiency in mice (Mbd2-/-) results in deficits in cognitive, social and emotional functions. Mbd2 binds regulatory DNA regions of neuronal genes in the hippocampus and loss of Mbd2 alters the expression of hundreds of genes with a robust down-regulation of neuronal gene pathways. Further, a genome-wide DNA methylation analysis found an altered DNA methylation pattern in regulatory DNA regions of neuronal genes in Mbd2-/- mice. Differentially expressed genes significantly overlap with gene-expression changes observed in brain of Autism Spectrum Disorder (ASD) individuals. Notably, down-regulated genes are significantly enriched for human ortholog ASD risk-genes. Observed hippocampal morphological abnormalities were similar to those found in individuals with ASD and ASD rodent models. Mbd2 knockdown partially recapitulates  the behavioral phenotypes observed in Mbd2-/- mice.   These findings suggest Mbd2 is a novel epigenetic regulator of genes that are associated with ASD in humans. Mbd2 loss causes behavioral alterations that resemble those found in ASD patients.","","","","","","","","","","","",""
"184","Ethanol induced transcriptional and translational changes in Aldh1l1-EGFP/Rpl10a cortical astrocyte cultures","The role astrocytes play in brain development and function has come under increased focus as the diversity of roles they are involved in has become apparent. We have previously shown ethanol exposed astrocytes alter neuronal neurite outgrowth in an in vitro co-culture system and that ethanol alters the astrocyte produced extracellular matrix (ECM) in vitro, with similar alterations in vivo. Here we utilize the translating ribosome affinity purification (TRAP) procedure in Aldh1l1-EGFP/Rpl10a transgenic mouse primary cortical astrocyte cultures to transcriptionally and translationally profile the astrocyte response to ethanol. more...","Mus musculus","Expression profiling by high throughput sequencing; Other","GPL24247","18 Samples","GEO (CSV, TAB) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE227nnn/GSE227891/","GSE227891",200227891,NA,NA,"","37415614","Joel,G,Hashimoto Marina,,Guizzetti Xiaolu,,Zhang","Mar 21 2023","The role astrocytes play in brain development and function has come under increased focus as the diversity of roles they are involved in has become apparent. We have previously shown ethanol exposed astrocytes alter neuronal neurite outgrowth in an in vitro co-culture system and that ethanol alters the astrocyte produced extracellular matrix (ECM) in vitro, with similar alterations in vivo. Here we utilize the translating ribosome affinity purification (TRAP) procedure in Aldh1l1-EGFP/Rpl10a transgenic mouse primary cortical astrocyte cultures to transcriptionally and translationally profile the astrocyte response to ethanol. We found large differences in the total RNA pool in comparison to the translating RNA pool while the ethanol response within each pool showed a large degree of overlap. Comparisons to published datasets indicate the in vitro model used here are most similar to PD1-PD7 in vivo cortical astrocytes and the ethanol regulated genes showed significant overlap with models of chronic ethanol exposure in astrocytes and a model of third-trimester ethanol exposure in the hippocampus and cerebellum. These findings will further our understanding of the effects of ethanol on astrocyte gene expression and protein translation and how these changes alter brain development.","","","","","","","","","","","",""
"185","MSK1 is required for the beneficial synaptic and cognitive effects of enriched experience across the lifespan","Positive experiences, such as social interaction, cognitive training and physical exercise, have been shown to ameliorate some of the harms to cognition associated with ageing. Animal models of positive interventions, commonly known as environmental enrichment, strongly influence neuronal morphology and synaptic function and enhance cognitive performance. While the profound structural and functional benefits of enrichment have been appreciated for decades, little is known as to how the environment influences neurons to respond and adapt to these positive sensory experiences. more...","Mus musculus","Expression profiling by high throughput sequencing","GPL21103","24 Samples","GEO (TXT) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE235nnn/GSE235037/","GSE235037",200235037,NA,NA,"","37432063","Lorenzo,,Morè Lucia,,Privitera Daniel,D,Cooper Marianthi,,Tsogka J,,Simon C,,Arthur Bruno,G,Frenguelli","Jun 15 2023","Positive experiences, such as social interaction, cognitive training and physical exercise, have been shown to ameliorate some of the harms to cognition associated with ageing. Animal models of positive interventions, commonly known as environmental enrichment, strongly influence neuronal morphology and synaptic function and enhance cognitive performance. While the profound structural and functional benefits of enrichment have been appreciated for decades, little is known as to how the environment influences neurons to respond and adapt to these positive sensory experiences. We show that adult and aged male wild-type mice that underwent a 10-week environmental enrichment protocol demonstrated improved performance in a variety of behavioural tasks, including those testing spatial working and spatial reference memory, and an enhancement in hippocampal LTP. Aged animals in particular benefitted from enrichment, performing spatial memory tasks at levels similar to healthy adult mice. Many of these benefits, including in gene expression, were absent in mice with a mutation in an enzyme, MSK1, which is activated by BDNF, a growth factor implicated in rodent and human cognition. We conclude that enrichment is beneficial across the lifespan and that MSK1 is required for the full extent of these experience-induced improvements of cognitive abilities, synaptic plasticity and gene expression.","","","","","","","","","","","",""
"186","Young blood-derived platelet factors abate inflammation and rescue recognition in aging.","We show that platelet factors transfer rejuvenating effects of young plasma to the aging brain. Proteomic analysis of plasma from young and aged mice identified age-related changes in platelets. Systemic exposure of aged animals to the platelet fraction of young plasma decreased hippocampal neuroinflammation at a transcriptional and cellular level and ameliorated cognitive impairments. We identified the platelet-derived chemokine CXCL4/Platelet Factor-4 (PF4) as a pro-youthful circulating factor. more...","Mus musculus","Expression profiling by high throughput sequencing","GPL24247","24 Samples","GEO (CSV) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE173nnn/GSE173254/","GSE173254",200173254,"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA724981",NA,"","37587343","Adam,B,Schroer Julien,,Couthouis Saul,A,Villeda","Apr 25 2021","We show that platelet factors transfer rejuvenating effects of young plasma to the aging brain. Proteomic analysis of plasma from young and aged mice identified age-related changes in platelets. Systemic exposure of aged animals to the platelet fraction of young plasma decreased hippocampal neuroinflammation at a transcriptional and cellular level and ameliorated cognitive impairments. We identified the platelet-derived chemokine CXCL4/Platelet Factor-4 (PF4) as a pro-youthful circulating factor. Systemic PF4 administration decreased age-related neuroinflammation, restored the aging peripheral immune system to a more youthful state, and improved hippocampal-dependent learning and memory in aged mice.","","","","","","","","","","","",""
"187","Phenotypic Screening Following Transcriptomic Deconvolution to Identify Transcription Factors Mediating Axon Growth Induced by a Kinase Inhibitor","After injury to the central nervous system (CNS), both neuron-intrinsic limitations on regenerative responses and inhibitory factors in the injured CNS environment restrict regenerative axon growth. Instances of successful axon regrowth offer opportunities to identify features that differentiate these situations from that of the normal adult CNS. One such opportunity is provided by the kinase inhibitor RO48, which dramatically enhances neurite outgrowth of neurons in vitro and substantially increased contralateral sprouting of corticospinal tract neurons when infused intraventricularly following unilateral pyramidotomy. more...","Rattus norvegicus","Expression profiling by high throughput sequencing","GPL25947","6 Samples","GEO (CSV) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE234nnn/GSE234696/","GSE234696",200234696,NA,NA,"","34218704","Jeffrey,,Lowell Vance,,Lemmon John,,Bixby","Jun 12 2023","After injury to the central nervous system (CNS), both neuron-intrinsic limitations on regenerative responses and inhibitory factors in the injured CNS environment restrict regenerative axon growth. Instances of successful axon regrowth offer opportunities to identify features that differentiate these situations from that of the normal adult CNS. One such opportunity is provided by the kinase inhibitor RO48, which dramatically enhances neurite outgrowth of neurons in vitro and substantially increased contralateral sprouting of corticospinal tract neurons when infused intraventricularly following unilateral pyramidotomy. The authors present here a transcriptomic deconvolution of RO48-associated axon growth, with the goal of identifying transcriptional regulators associated with axon growth in the CNS. Through the use of RNA sequencing (RNA-seq) and transcription factor binding site enrichment analysis, the authors identified a list of transcription factors putatively driving differential gene expression during RO48-induced neurite outgrowth of rat hippocampal neurons in vitro. The 82 transcription factor motifs identified in this way included some with known association to axon growth regulation, such as Jun, Klf4, Myc, Atf4, Stat3, and Nfatc2, and many with no known association to axon growth. A phenotypic loss-of-function screen was carried out to evaluate these transcription factors for their roles in neurite outgrowth; this screen identified several potential outgrowth regulators. Subsequent validation suggests that the Forkhead box (Fox) family transcription factor Foxp2 restricts neurite outgrowth, while FoxO subfamily members Foxo1 and Foxo3a promote neurite outgrowth. The authors’ combined transcriptomic-phenotypic screening strategy therefore allowed identification of novel transcriptional regulators of neurite outgrowth downstream of a multitarget kinase inhibitor.","","","","","","","","","","","",""
"188","Ldlr-/-.Leiden mice develop neurodegeneration, age-dependent astrogliosis and obesity-induced changes in microglia immunophenotype which are partly reversed by complement component 5 neutralizing antibody.","Abstract  Obesity has been linked to vascular dysfunction, cognitive impairment and neurodegenerative diseases. However, experimental models that recapitulate brain pathology in relation to obesity and vascular dysfunction are still lacking. In this study we performed the histological and histochemical characterization of brains from Ldlr-/-.Leiden mice, an established model for obesity and associated vascular disease. more...","Mus musculus","Expression profiling by high throughput sequencing","GPL24247","46 Samples","GEO (TSV) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE234nnn/GSE234425/","GSE234425",200234425,NA,NA,"","37457817","Florine,,Seidel Kees,,Fluiter Robert,,Kleemann Nicole,,Worms Anita,,van Nieuwkoop Martien,M,Caspers Nikolaos,,Grigoriadis Amanda,J,Kiliaan Frank,,Baas Iliana,,Michailidou Martine,C,Morrison","Jun 07 2023","Abstract  Obesity has been linked to vascular dysfunction, cognitive impairment and neurodegenerative diseases. However, experimental models that recapitulate brain pathology in relation to obesity and vascular dysfunction are still lacking. In this study we performed the histological and histochemical characterization of brains from Ldlr-/-.Leiden mice, an established model for obesity and associated vascular disease. 18 week-old and 50 week-old Ldlr-/-.Leiden male mice were compared with age-matched C57BL/6J mice. We then assessed the effect of high-fat diet (HFD)-induced obesity on  brain pathology in Ldlr-/-.Leiden mice and tested whether a treatment with an anti-complement component 5 antibody, a terminal complement pathway inhibitor recently shown to reduce vascular disease, can attenuate neurodegeneration and neuroinflammation. Histological analyses were complemented with Next Generation Sequencing (NGS) analyses of the hippocampus to unravel molecular pathways underlying brain histopathology. We show that Ldlr-/-.Leiden mice have more severe neurodegeneration and show an age-dependent astrogliosis that is not observed in age-matched C57BL/6J controls. This was substantiated by pathway enrichment analysis using the NGS data which showed that oxidative phosphorylation, EIF2 signaling and mitochondrial dysfunction pathways, all associated with neurodegeneration, were significantly altered in the hippocampus of Ldlr-/-.Leiden mice compared with controls. Obesity-inducing HFD-feeding did not aggravate neurodegeneration and astrogliosis. However, brains from HFD-fed Ldlr-/-.Leiden mice showed reduced IBA-1 immunoreactivity and increased CD68 immunoreactivity compared with chow-fed controls, indicating an altered overall microglial immunophenotype by HFD feeding. The systemic administration of an anti-C5 treatment partially restored the HFD effect on microglial immunophenotype. In addition, NGS data of hippocampi from Ldlr-/-.Leiden mice showed that HFD affected multiple molecular pathways: HFD notably inactivated synaptogenesis and activated neuroinflammation pathways. The anti-C5 treatment restored the HFD-induced effect on molecular pathways to a large extent. This study shows that the Ldlr-/-.Leiden mouse model is suitable to study brain histopathology and associated biological processes in a context of obesity and provides evidence of the potential therapeutic value of anti-complement therapy against obesity-induced neuroinflammation.","","","","","","","","","","","",""
"189","Next Generation Sequencing Facilitates Quantitative Analysis of transcriptome profiling (RNA-seq) of  adult hippocampus from offspring derived from control and preeclampsia mothers","Purpose: Next-generation sequencing (NGS) has revolutionized systems-based analysis of cellular pathways. The goals of this study are to compare transcriptome profiling (RNA-seq) of adult hippocampus from offspring from control and preeclampsia mother mice. Methods: Adult hippocampus RNA profiles of offspring from control and preeclampsia mother mice were generated by deep sequencing, in triplicate, using Illumina GAIIx. more...","Mus musculus","Expression profiling by high throughput sequencing","GPL21273","8 Samples","GEO (TXT) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE167nnn/GSE167194/","GSE167194",200167194,"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA703838",NA,"","37290815","Xueyuan,,Liu Wenlong,,Zhao","Feb 22 2021","Purpose: Next-generation sequencing (NGS) has revolutionized systems-based analysis of cellular pathways. The goals of this study are to compare transcriptome profiling (RNA-seq) of adult hippocampus from offspring from control and preeclampsia mother mice.","","","","","","","","","","","",""
"190","Mapping the daily rhythmic transcriptome in the diabetic retina","Retinal function changes dramatically from day to night. Yet, clinical diagnosis, treatments, and experimental sampling occur during the day, leaving a significant gap in our understanding of the pathobiology occurring at night. While there is evidence that diabetes disrupts the circadian system that optimizes our physiology to the environmental light/dark cycle, the impact of such disruption is not well understood. more...","Mus musculus","Expression profiling by high throughput sequencing","GPL24247","58 Samples","GEO (TXT) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233440/","GSE233440",200233440,NA,NA,"","38039846","Ryan,P,Silk Hanagh,R,Winter Ouria,,Dkhissi-Benyahya Carmella,,Evans-Molina David,A,Simpson Eleni,,Beli","May 25 2023","Retinal function changes dramatically from day to night. Yet, clinical diagnosis, treatments, and experimental sampling occur during the day, leaving a significant gap in our understanding of the pathobiology occurring at night. While there is evidence that diabetes disrupts the circadian system that optimizes our physiology to the environmental light/dark cycle, the impact of such disruption is not well understood. This study investigates whether diabetes affects the retina's daily rhythm of gene expression to understand the pathobiology of diabetic retinopathy, a common complication of diabetes. Control and hyperglycemic littermate mice (Ins2Akita/J) were kept under a standard 12h:12h light/dark cycle until four months of age.  Bulk mRNA sequencing was conducted in retinas collected every 4 hours throughout the 24 hr light/dark cycle. Computational approaches were used to detect rhythmicity, predict acrophase, identify differential rhythmic patterns, analyze phase set enrichment, and predict upstream regulators. The retinal transcriptome exhibited a tightly regulated rhythmic expression with a clear 12-hr axis of transcriptional rush, peaking at midday and midnight. The functions of day-peaking genes were enriched for DNA repair, RNA splicing, and ribosomal protein synthesis, whereas night-peaking genes were enriched for metabolic processes and growth factor signaling. Although the 12-hr transcriptional axis is retained in the diabetic retina, it was phase advanced by approximately 1-3 hours with a wider distribution. Upstream regulator analysis for the genes that showed phase shifts identified oxygen sensing mechanisms and HIF1alpha as regulators, but not the circadian clock, which remained in phase to the light/dark cycle. We propose a model in which early in diabetes, the diabetic retina experiences a ‘jet lag’ caused by the entrained circadian clock and its output being in one phase and metabolic pathways related to neuronal dysfunction and hypoxia driving advancement of gene expression to a different phase. Further studies are now required to evaluate the chronic implications of such internal jet lag for development of diabetic retinopathy.","","","","","","","","","","","",""
"191","Transcriptional changes in the rat brain induced by repetitive transcranial magnetic stimulation (rTMS).","This SuperSeries is composed of the SubSeries listed below.","Rattus norvegicus","Expression profiling by array","GPL22145","152 Samples","GEO (TXT) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE230nnn/GSE230150/","GSE230150",200230150,NA,NA,"","38021223","","Apr 20 2023","This SuperSeries is composed of the SubSeries listed below.","","","","","","","","","","","",""
"192","Transcriptional changes in the rat brain induced by repetitive transcranial magnetic stimulation (rTMS)_IN_VIVO","Transcranial Magnetic Stimulation (TMS) is a noninvasive technique that uses pulsed magnetic fields to affect the physiology of the brain and central nervous system.  Repetitive TMS (rTMS) has been used in the study and treatment of neurological conditions including major depression, stroke, epilepsy, schizophrenia, multiple sclerosis, Parkinson’s, and Alzheimer’s disease, as well as other, non-neurological disorders. more...","Rattus norvegicus","Expression profiling by array","GPL22145","56 Samples","GEO (TXT) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE230nnn/GSE230149/","GSE230149",200230149,NA,NA,"","38021223","Marina,,Weiler Kevin,,Stieger Kavisha,,Shroff Jessie,P,Klein William,H,Wood III Yongqing,,Zhang Prabha,,Chandrasekaran Elin,,Lehrmann Simonetta,,Camandola Jeffrey,M,Long Mark,P,Mattson Kevin,G,Becker Peter,R,Rapp","Apr 20 2023","Transcranial Magnetic Stimulation (TMS) is a noninvasive technique that uses pulsed magnetic fields to affect the physiology of the brain and central nervous system.  Repetitive TMS (rTMS) has been used in the study and treatment of neurological conditions including major depression, stroke, epilepsy, schizophrenia, multiple sclerosis, Parkinson’s, and Alzheimer’s disease, as well as other, non-neurological disorders. Among the effects of rTMS, low-frequency protocols (≤ 1Hz) are generally understood to result in cortical inhibition, whereas high-frequency protocols (≥ 3Hz) increase cortical excitability. However, the complex molecular basis of rTMS is largely unexplored. Using three complementary rat models, in vitro, ex vivo, and in vivo, we show complex patterns of hippocampal and neocortical transcriptional response to stimulation in glutamatergic and GABAergic signaling pathways, as well as multiple inflammatory pathways, among others. This broad-based molecular survey helps provide a foundation to tease out the complex molecular mechanisms of the effects of rTMS.","","","","","","","","","","","",""
"193","Transcriptional changes in the rat brain induced by repetitive transcranial magnetic stimulation (rTMS)_EX_VIVO","Transcranial Magnetic Stimulation (TMS) is a noninvasive technique that uses pulsed magnetic fields to affect the physiology of the brain and central nervous system.  Repetitive TMS (rTMS) has been used in the study and treatment of neurological conditions including major depression, stroke, epilepsy, schizophrenia, multiple sclerosis, Parkinson’s, and Alzheimer’s disease, as well as other, non-neurological disorders. more...","Rattus norvegicus","Expression profiling by array","GPL22145","40 Samples","GEO (TXT) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE230nnn/GSE230148/","GSE230148",200230148,NA,NA,"","38021223","Marina,,Weiler Kevin,,Stieger Kavisha,,Shroff Jessie,P,Klein William,H,Wood III Yongqing,,Zhang Prabha,,Chandrasekaran Elin,,Lehrmann Simonetta,,Camandola Jeffrey,M,Long Mark,P,Mattson Kevin,G,Becker Peter,R,Rapp","Apr 20 2023","Transcranial Magnetic Stimulation (TMS) is a noninvasive technique that uses pulsed magnetic fields to affect the physiology of the brain and central nervous system.  Repetitive TMS (rTMS) has been used in the study and treatment of neurological conditions including major depression, stroke, epilepsy, schizophrenia, multiple sclerosis, Parkinson’s, and Alzheimer’s disease, as well as other, non-neurological disorders. Among the effects of rTMS, low-frequency protocols (≤ 1Hz) are generally understood to result in cortical inhibition, whereas high-frequency protocols (≥ 3Hz) increase cortical excitability. However, the complex molecular basis of rTMS is largely unexplored. Using three complementary rat models, in vitro, ex vivo, and in vivo, we show complex patterns of hippocampal and neocortical transcriptional response to stimulation in glutamatergic and GABAergic signaling pathways, as well as multiple inflammatory pathways, among others. This broad-based molecular survey helps provide a foundation to tease out the complex molecular mechanisms of the effects of rTMS.","","","","","","","","","","","",""
"194","Cyclic GMP-AMP synthase and interferon activation diminish MEF2C-mediated cognitive resilience I","Analysis of differentially expressed genes (DEGs) revealed a striking upregulation of interferon genes in P301S, compared to non-transgenic hippocampi, and enrichment of transcription factor motifs of interferon-response factors (IRFs) and interferon-sensitive response elements (ISREs). Cgas deletion reduced the induction of a subset of tau-stimulated inflammatory and cytokine expression including interferon stimulated genes such as Stat1, Ddx60, Isg20, Rnf213, Parp12, Ifi35, and Sp100. more...","Mus musculus","Expression profiling by high throughput sequencing","GPL24247","31 Samples","GEO (CSV) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226380/","GSE226380",200226380,NA,NA,"","37095396","Joe,C,Udeochu Sadaf,,Amin Yige,,Huang Li,,Fan Eileen,R,Torres Gillian,K,Carling Bangyan,,Liu Hugo,,McGurran Guillermo,,Coronas-Samano Grant,,Kauwe Gergey,A,Mousa Man,Y,Wong Pearly,,Ye Ravi,K,Nagiri Iris,,Lo Julia,,Holtzman Carlo,,Corona Allan,,Yarahmady Sue-Ann,,Mok Michael,T,Gill Ravikiran,M,Raju Shiaoching,,Gong Wenjie,,Luo Mingrui,,Zhao Tara,E,Tracy Rajiv,R,Ratan Li-Huei,,Tsai Subhash,C,Sinha Li,,Gan","Mar 01 2023","Analysis of differentially expressed genes (DEGs) revealed a striking upregulation of interferon genes in P301S, compared to non-transgenic hippocampi, and enrichment of transcription factor motifs of interferon-response factors (IRFs) and interferon-sensitive response elements (ISREs). Cgas deletion reduced the induction of a subset of tau-stimulated inflammatory and cytokine expression including interferon stimulated genes such as Stat1, Ddx60, Isg20, Rnf213, Parp12, Ifi35, and Sp100. Thus, microglial cGAS promotes IFN-I expression in response to tau.","","","","","","","","","","","",""
